name,location,description,rating,url,wikiUrl,
Tallet Al Rabia Studio Apartments,"Amman
","Located in Amman, within 2.5 miles of Zahran Palace, Tallet Al Rabia Studio Apartments offers city views. The property is 2.9 miles from US Embassy and 3.1 miles from The Islamic Scientific College.",,https://www.booking.com/hotel/jo/furnished-room.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=241&hpos=41&sr_order=popularity&srepoch=1556914619&srpvid=c3528e9d66560095&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Hotel Nefertiti,"Amman
","Hotel Nefertiti is a simple, small, low budget 1* hotel strategically and centrally located in Al-Shmeisani, and upscale area of Amman.",7.3,https://www.booking.com/hotel/jo/nefertiti.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=242&hpos=42&sr_order=popularity&srepoch=1556914619&srpvid=c3528e9d66560095&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Aqarco View Apartments,"Amman
","Located within 6 miles of Al Hussein National Park in Amman, Aqarco View Apartments has accommodations with a kitchen. All units feature air conditioning and a flat-screen TV.",,https://www.booking.com/hotel/jo/aqaeko-furnished-apartment.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=243&hpos=43&sr_order=popularity&srepoch=1556914619&srpvid=c3528e9d66560095&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Health And Safety Flat,"Amman
","Health And Safety Flat in Amman provides accommodations with free WiFi, 2.3 miles from US Embassy, 2.9 miles from Royal Automobiles Museum and 3.2 miles from The Children's Museum.",,https://www.booking.com/hotel/jo/health-and-safety-flat.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=244&hpos=44&sr_order=popularity&srepoch=1556914619&srpvid=c3528e9d66560095&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Jewel,"Amman
","Located 2.2 miles from Temple of Hercules and the Roman Corinthian Column and 3.3 miles from Zahran Palace, Jewel has accommodations in Amman. Free WiFi is provided.",,https://www.booking.com/hotel/jo/jewel.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=245&hpos=45&sr_order=popularity&srepoch=1556914619&srpvid=c3528e9d66560095&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
SAK Hotel Suites,"Amman
",The SAK HOUSE ROOMS & SUITES is conveniently located on the corner of one of Amman's most vibrant streets. SAK Amman is located in the business district near government offices.,7.4,https://www.booking.com/hotel/jo/sak-house-rooms-amp-suites.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=246&hpos=46&sr_order=popularity&srepoch=1556914619&srpvid=c3528e9d66560095&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Beity Rose Suites Hotel,"Amman
","The Beity Rose Suites Hotel is centrally located in Shmeisani, one of Amman's most modern districts, just steps away from the attractions of this modern yet ancient city.",6.8,https://www.booking.com/hotel/jo/beity-rose-suites.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=247&hpos=47&sr_order=popularity&srepoch=1556914619&srpvid=c3528e9d66560095&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Marmaris Hotel Apartments,"Amman
",Marmaris Hotel Apartments offers fully furnished hotel apartments right in the center of Amman. All apartments have air-conditioning and/or heating and full room service.,7,https://www.booking.com/hotel/jo/madafah-apartments.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=248&hpos=48&sr_order=popularity&srepoch=1556914619&srpvid=c3528e9d66560095&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
karota hotel,"Amman
","Located in Amman, a few steps from Hashem Restaurant, karota hotel has a number of amenities including a spa & wellness center and free WiFi. Providing a restaurant, the property also has a terrace.",7.1,https://www.booking.com/hotel/jo/karota-amman-jordan.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=249&hpos=49&sr_order=popularity&srepoch=1556914619&srpvid=c3528e9d66560095&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Monarch Hotel Amman,"Amman
","Located in Amman, Monarch Hotel Amman provides an outdoor swimming pool and free WiFi. Among the various facilities are a fitness center and a terrace.",9.1,https://www.booking.com/hotel/jo/monarch.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=250&hpos=50&sr_order=popularity&srepoch=1556914619&srpvid=c3528e9d66560095&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Nabil Alshami Apartments,"Amman
","Located 1.1 miles from Zahran Palace, Nabil Alshami Apartments provides free WiFi. All units include a private bathroom and have air conditioning, a TV and a fridge.",7,https://www.booking.com/hotel/jo/alshemisani-alabdali.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=251&hpos=1&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Sofia Suites Hotel,"Amman
","Located in Amman, 4.1 miles from Al Hussein National Park, Sofia Suites Hotel has a number of amenities including a fitness center, a terrace and a shared lounge.",7.5,https://www.booking.com/hotel/jo/sofia-suites-amman.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=252&hpos=2&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Al Reem Hotel Apartments,"Amman
",Al Reem Hotel Apartments is located near Amman’s business district. It offers air-conditioned accommodations. Jordan University is a 2-minute walk away.,5.9,https://www.booking.com/hotel/jo/alreem-apartments.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=253&hpos=3&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Over theater,"Amman
","Just a 17-minute walk from Al Hussainy Mosque and one mile from Hashem Restaurant, Over theater features accommodations in Amman, with a terrace. This apartment also has free WiFi.",8.6,https://www.booking.com/hotel/jo/over-theater.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=254&hpos=4&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Raj'een Hotel Apartments,"Amman
","Raj'een Hotel Apartments provides accommodations with a kitchenette, located in Amman. Free WiFi is available. All units feature air conditioning and a flat-screen TV.",,https://www.booking.com/hotel/jo/rj-yn-llshqq-lfndqyh.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=255&hpos=5&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Grape Village Hotel,"Amman
","Featuring a terrace, Grape Village Hotel is located in Amman in the Amman Governorate region, 5 miles from Royal Shooting Club Pistol Range.",8.5,https://www.booking.com/hotel/jo/grape-village-fndq-qry-l-nb.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=256&hpos=6&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Al-Houdaj Hotel Suiets,"Amman
","Located in Amman, 5 miles from Al Hussein National Park, Al-Houdaj Hotel Suiets has free WiFi.",,https://www.booking.com/hotel/jo/al-houdaj-suiets.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=257&hpos=7&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Bashiti Apartment,"Amman
","Bashiti Apartment offers accommodations in Amman, 1.7 miles from Al Hussein National Park. This apartment has air-conditioned accommodations with a balcony.",,https://www.booking.com/hotel/jo/bashiti-apartment.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=258&hpos=8&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
"Comfort, Design & Style","Abdoun, Amman
","Located in Amman within 1.4 miles of US Embassy and 1.5 miles of Zahran Palace, Comfort, Design & Style has accommodations with free WiFi, a flat-screen TV and a kitchenette.",,https://www.booking.com/hotel/jo/comfort-design-amp-style.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=259&hpos=9&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
haroon hotel,"Amman
","Located in Amman, within a 10-minute walk of Al Hussainy Mosque and 0.6 miles of Hashem Restaurant, haroon hotel has accommodations with a shared lounge and free WiFi.",9.7,https://www.booking.com/hotel/jo/haroon.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=260&hpos=10&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Royal Luxury Apartments & Studios,"Amman
","Featuring a garden, Royal Luxury Apartments & Studios is located in Amman, within 1.8 miles of US Embassy. Complimentary WiFi is provided.",7.4,https://www.booking.com/hotel/jo/royal-luxury-apartments-amp-studios.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=261&hpos=11&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Western Gate Residence 2 Amman,"Amman
","Providing garden views, Western Gate Residence 2 Amman in Amman provides accommodations and a garden. Complimentary WiFi is offered.",,https://www.booking.com/hotel/jo/western-gate-residence-amman.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=262&hpos=12&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Riviera Hotel,"Amman
","In the heart of Amman, Riviera Hotel offers air conditioned rooms with satellite TV. The amphitheater is just a 10-minute walk away. Facilities include a 24-hour front desk.",6.1,https://www.booking.com/hotel/jo/riviera.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=263&hpos=13&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,http://www.wikidata.org/entity/Q7338866
Riviera Hotel,"Amman
","In the heart of Amman, Riviera Hotel offers air conditioned rooms with satellite TV. The amphitheater is just a 10-minute walk away. Facilities include a 24-hour front desk.",6.1,https://www.booking.com/hotel/jo/riviera.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=263&hpos=13&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,http://www.wikidata.org/entity/Q23035262
Riviera Hotel,"Amman
","In the heart of Amman, Riviera Hotel offers air conditioned rooms with satellite TV. The amphitheater is just a 10-minute walk away. Facilities include a 24-hour front desk.",6.1,https://www.booking.com/hotel/jo/riviera.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=263&hpos=13&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,http://www.wikidata.org/entity/Q26428576
Riviera Hotel,"Amman
","In the heart of Amman, Riviera Hotel offers air conditioned rooms with satellite TV. The amphitheater is just a 10-minute walk away. Facilities include a 24-hour front desk.",6.1,https://www.booking.com/hotel/jo/riviera.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=263&hpos=13&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,http://www.wikidata.org/entity/Q26618535
47,"Amman
","47 in Amman offers accommodations with free WiFi, 3.1 mi from Zahran Palace, 3.7 mi from Al Khaldi Hospital and 3.7 mi from Al Hussein National Park.",,https://www.booking.com/hotel/jo/47.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=264&hpos=14&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Apartment,"Amman
","Located 1.9 miles from Royal Automobiles Museum and 2.1 miles from The Children's Museum, Apartment offers accommodations with a kitchen in Amman.",,https://www.booking.com/hotel/jo/apartment-amman12.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=265&hpos=15&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Abu Alsoud Hotel,"Amman
","Located in Amman, Abou Al Soud Suites offers modern accommodations. It features free Wi-Fi in all areas. Telaa Ali Sultan is 0.6 mi away from the property.",7.3,https://www.booking.com/hotel/jo/abou-al-soud.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=266&hpos=16&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Deluxe Furnished Apartment,"Amman
",Deluxe Furnished Apartment is a self-catering accommodations located in Amman. Free Wi-Fi access is available in all areas. The property is 1.4 mi from Grand Cinema and 4.7 mi from City Mall .,,https://www.booking.com/hotel/jo/deluxe-furnished-apartment.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=267&hpos=17&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Sami Apartments,"Amman
","Offering free WiFi and city views, Sami Apartments is a property located in Amman. The apartment is 1.8 miles from Hashem Restaurant. The apartment has a satellite flat-screen TV and 1 bedroom.",7.3,https://www.booking.com/hotel/jo/sami-apartments.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=268&hpos=18&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
فيلا ومزرعة احلى طلة,"Amman
","Located 5 miles from Temple of Hercules and the Roman Corinthian Column, فيلا ومزرعة احلى طلة offers accommodations with a kitchenette in Amman.",,https://www.booking.com/hotel/jo/fyl-wmzr-hl-tl.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=269&hpos=19&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Madina Suites,"Amman
","Located in Amman, Madina Suites has accommodations with free WiFi, seating area and flat-screen TV. Each unit has an oven, microwave, a coffee machine, as well as a fridge and electric tea pot.",7,https://www.booking.com/hotel/jo/madina-suites.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=270&hpos=20&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Sanad’s Rooftop,"Amman
","Located in Amman, 2.8 miles from Royal Automobiles Museum, Sanad’s Rooftop has a living room with a flat-screen TV, and free WiFi. The air-conditioned property is 3.1 miles from US Embassy.",,https://www.booking.com/hotel/jo/sanads-rooftop.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=271&hpos=21&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Private apartment,"Amman
","Located 2.7 miles from Royal Automobiles Museum, Private apartment is in Amman and has barbecue facilities and a garden. The property is 3 miles from The Children's Museum.",,https://www.booking.com/hotel/jo/private-apartment.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=272&hpos=22&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Al Amera Hotel Apartment,"Amman
","Al Amera Hotel Apartment is located near Amman’s business district. It includes studios, apartments, and suites. Wi-Fi is available throughout the entire hotel.",6,https://www.booking.com/hotel/jo/al-amera-apartment.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=273&hpos=23&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Modern Delux Apartment,"Abdoun, Amman
","Located in the Abdoun district of Amman, just 1.5 miles from US Embassy, Modern Delux Apartment provides air conditioning and free WiFi.",,https://www.booking.com/hotel/jo/modern-delux-apartment.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=274&hpos=24&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
adam home,"Amman
","Featuring barbecue facilities and a garden, adam home provides accommodations in Amman with free WiFi and garden views. Guests staying at this apartment can use the fully equipped kitchenette.",,https://www.booking.com/hotel/jo/adam-home.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=275&hpos=25&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Dabouq Luxury Spacious Fully Furnished Apartment,"Amman
","A garden and a terrace are featured at Dabouq Luxury Spacious Fully Furnished Apartment, which is located in Amman, a few steps away from The Jordan Museum and 2.3 miles away from Zahran Palace.",,https://www.booking.com/hotel/jo/dabouq-luxury-spaceous-fully-funished-flat.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=276&hpos=26&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Orient Hotel Apartments,"Amman
","Offering a terrace, Orient Hotel Apartments has accommodations in Amman. Free WiFi is provided.",6.9,https://www.booking.com/hotel/jo/bait-al-sharq-apartments.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=277&hpos=27&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Palm Hotel Suites,"Amman
","Located in the popular Al Hamra Street, Palm Hotel Suites is located in central Amman. Many restaurant and shops are located within a short walking distance from the apartment.",7.6,https://www.booking.com/hotel/jo/ya-hala-furnished-appartment.html?aid=304142&label=gen173nr-1DCAQoggJCDGNpdHlfLTk3MDM2MkgzWARougGIAQGYAQG4AQfIAQ3YAQPoAQH4AQOIAgGoAgO4AuignuUFwAIB&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=-970362&dest_type=city&hapos=278&hpos=28&sr_order=popularity&srepoch=1556914625&srpvid=c84b8ea0d1f7027e&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
