hotel,hotelLabel,country,countryLabel
http://www.wikidata.org/entity/Q1444161,Grand Hotel,http://www.wikidata.org/entity/Q34,Sweden
http://www.wikidata.org/entity/Q1464273,Q1464273,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1476845,parador,http://www.wikidata.org/entity/Q29,Spain
http://www.wikidata.org/entity/Q1481002,The Ritz London,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q1494054,Q1494054,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1495468,Q1495468,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1498152,Q1498152,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1498851,Geisel Privathotels,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1499354,Schlosshotel (Heidelberg),http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1502238,Q1502238,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1504486,Waldhaus Flims,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1508043,Val Sinestra,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1509381,Q1509381,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1515412,Belmond Reid's Palace,http://www.wikidata.org/entity/Q45,Portugal
http://www.wikidata.org/entity/Q1515595,Hôtel Lutetia,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1520340,Q1520340,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1523110,Q1523110,,
http://www.wikidata.org/entity/Q1527557,Arabia Felix Hotel,http://www.wikidata.org/entity/Q805,Yemen
http://www.wikidata.org/entity/Q1530960,Gleneagles Hotel,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q1533760,Q1533760,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1535018,Golden Nugget Las Vegas Hotel & Casino,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1535365,Kurhaus of Scheveningen,http://www.wikidata.org/entity/Q55,Netherlands
http://www.wikidata.org/entity/Q1535845,Riviera Hotel and Casino,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1536160,Grand Hotel Wien,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1538837,Raffles Hotel,http://www.wikidata.org/entity/Q334,Singapore
http://www.wikidata.org/entity/Q1542586,Q1542586,http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q1542588,Grand Hotel,http://www.wikidata.org/entity/Q20,Norway
http://www.wikidata.org/entity/Q1542590,Hotel Excelsior,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1542593,Grand Hotel Kronenhof,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1542595,Grand Hotel Russischer Hof,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1542599,Q1542599,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1542600,Grand Hotel,http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q1542607,Grand Hotel des Bains,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1542609,Grand Hotel Europe,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q1542956,Q1542956,http://www.wikidata.org/entity/Q45,Portugal
http://www.wikidata.org/entity/Q1542957,Q1542957,http://www.wikidata.org/entity/Q45,Portugal
http://www.wikidata.org/entity/Q1545683,Q1545683,,
http://www.wikidata.org/entity/Q1551681,Q1551681,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1559342,Hollywood Roosevelt Hotel,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1570215,Q1570215,,
http://www.wikidata.org/entity/Q1571054,Caleta Hotel,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q1572832,Q1572832,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1578141,Bristol Hotel,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q1580067,Harrah's Las Vegas,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1582089,Sultan Palace Hotel,,
http://www.wikidata.org/entity/Q1582656,Gold Mohur Hotel,http://www.wikidata.org/entity/Q805,Yemen
http://www.wikidata.org/entity/Q1583617,Q1583617,,
http://www.wikidata.org/entity/Q1585008,Hard Rock Hotel and Casino,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1589900,Atlantis House,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1590904,Haus des Volkes,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1603221,Helmhaus Hotel,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1607128,Q1607128,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1609084,The Pilgrim House,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1610900,Südbahnhotel Semmering,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1611203,Q1611203,http://www.wikidata.org/entity/Q20,Norway
http://www.wikidata.org/entity/Q1615927,Hessischer Hof (Frankfurt am Main),http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1619924,Sheraton Tirana Hotel and Towers,http://www.wikidata.org/entity/Q222,Albania
http://www.wikidata.org/entity/Q1620433,Hirschgasse,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1624906,Hotel Kaiserhof,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1630790,Q1630790,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1630814,Hotel Weiss Kreuz,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1630821,Hotel Angielski,http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q1630825,Hotel Badischer Hof (Baden-Baden),http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1630827,Q1630827,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1630829,Q1630829,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1630833,"Hotel Berlin, Berlin",http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1630836,Beverly Wilshire Hotel,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1630837,Hotel Bodenhaus,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1630838,Q1630838,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1630839,Hotel Bristol,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1630841,Q1630841,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q1630841,Q1630841,http://www.wikidata.org/entity/Q212,Ukraine
http://www.wikidata.org/entity/Q1630842,Hotel Bristol,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1630844,Hotel Bristol,http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q1630845,Q1630845,http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q1630854,Q1630854,http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q1630858,Q1630858,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1630862,Hotel Colorado,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1630863,Sofitel Berlin Kurfürstendamm,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1630865,Q1630865,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1630870,Hotel Dajti,http://www.wikidata.org/entity/Q222,Albania
http://www.wikidata.org/entity/Q1630878,Q1630878,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1630886,Hotel Einstein St. Gallen,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1630887,Erzherzog Rainer Hotel,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1630894,Q1630894,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1630899,Hotel Fürstenhof,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1630902,Hotel Goldener Hirsch,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1630905,Q1630905,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1630906,Hotel Grande Bretagne,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1630911,Hilton Warsaw Hotel and Convention Centre,http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q1630916,Hotel Imperial,http://www.wikidata.org/entity/Q224,Croatia
http://www.wikidata.org/entity/Q1630919,Hotel Imperial,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1630931,Q1630931,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1630932,Hotel Kaiserin Augusta,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1630937,Hotel Krafft,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1630939,Hotel Königshof,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1630947,Hotel Louis C. Jacob,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1630955,Hotel MDM,http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q1630957,"Ciudad del Vino-Marqués de Riscal, Elciego",http://www.wikidata.org/entity/Q29,Spain
http://www.wikidata.org/entity/Q1630959,Q1630959,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1630974,Monopol Hotel,http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q1630975,Q1630975,http://www.wikidata.org/entity/Q77,Uruguay
http://www.wikidata.org/entity/Q1630988,Hotel New York,http://www.wikidata.org/entity/Q55,Netherlands
http://www.wikidata.org/entity/Q1630991,Q1630991,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1630999,Q1630999,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1631000,"Mandarin Oriental, Bangkok",http://www.wikidata.org/entity/Q869,Thailand
http://www.wikidata.org/entity/Q1631003,Hotel Paxmontana,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1631004,Pekin (hotel),http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q1631006,Hotel Pennsylvania,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1631007,Q1631007,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1631014,Rixos Al Nasr,http://www.wikidata.org/entity/Q1016,Libya
http://www.wikidata.org/entity/Q1631024,Hotel Sacher Salzburg,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1631027,Hotel Schweizerhof (Flims),http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1631032,Q1631032,,
http://www.wikidata.org/entity/Q1631040,Q1631040,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1631041,Hotel Stern und Post,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1631047,Hotel The Westin Leipzig,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1631060,Q1631060,http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q1631062,Hotel Vier Jahreszeiten,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1631064,Q1631064,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1631066,Hotel Waldhaus (Sils),http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1631068,Hotel Waldkater,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1631076,Hotel Zipser,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1631085,Q1631085,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1631089,Bilderberg Hotel,http://www.wikidata.org/entity/Q55,Netherlands
http://www.wikidata.org/entity/Q1631094,Hotel du Cap,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1631096,Hotel del Coronado,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1631099,Q1631099,http://www.wikidata.org/entity/Q1008,Ivory Coast
http://www.wikidata.org/entity/Q1631100,Q1631100,http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q1631109,Q1631109,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1635974,Swissôtel,,
http://www.wikidata.org/entity/Q1637090,"South Point Hotel, Casino & Spa",http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1643064,Q1643064,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1643122,Hotel de Pologne,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1643133,Hôtel de Saxe,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1643135,hôtel de Saxe,,
http://www.wikidata.org/entity/Q1649671,Q1649671,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1650144,Suvretta House,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1653974,Sporthotel Pontresina,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1660479,Beau-Rivage Palace,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1675200,Q1675200,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1676676,Hotel Lux,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q1698446,"Radisson Collection Hotel, Royal Copenhagen",http://www.wikidata.org/entity/Q35,Denmark
http://www.wikidata.org/entity/Q1701613,Q1701613,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1715767,Q1715767,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1738545,Q1738545,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1738546,Kempinski Hotel Falkenstein,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1738551,Kempinski Palace Portorož,http://www.wikidata.org/entity/Q215,Slovenia
http://www.wikidata.org/entity/Q1743514,Kirkland Hotel,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1747630,Parkhotel Schönbrunn,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1748381,Q1748381,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1749517,Waldhotel National,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1756445,OD-N-Aiwo Hotel,http://www.wikidata.org/entity/Q697,Nauru
http://www.wikidata.org/entity/Q1757744,The Peninsula Hong Kong,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q1761140,The Peninsula Hotels,,
http://www.wikidata.org/entity/Q1766982,Westin Grand Berlin,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1768749,The Centaurus,http://www.wikidata.org/entity/Q843,Pakistan
http://www.wikidata.org/entity/Q1769724,Dalen Hotel,http://www.wikidata.org/entity/Q20,Norway
http://www.wikidata.org/entity/Q1771154,Meliá Iguazú,http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q1771977,Pinehurst Resort,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1782708,Trump International Hotel and Tower,http://www.wikidata.org/entity/Q878,United Arab Emirates
http://www.wikidata.org/entity/Q1789001,Kongsvoll,http://www.wikidata.org/entity/Q20,Norway
http://www.wikidata.org/entity/Q1789451,Schloss Hasenwinkel,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1793074,Kurhaus Bergün,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1793077,Q1793077,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1795050,Palace Station,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1795678,Q1795678,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1799636,Hotel Gellért,http://www.wikidata.org/entity/Q28,Hungary
http://www.wikidata.org/entity/Q1801274,Lama Hotel,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1803009,Q1803009,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1806673,Lasserhof,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q1806992,Latitude 43,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1809964,Le Manoir aux Quat' Saisons,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q1810566,Gran Hotel Bali,http://www.wikidata.org/entity/Q29,Spain
http://www.wikidata.org/entity/Q1812590,Grand Hyatt Beijing,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q1825424,Q1825424,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1827765,InterContinental Bucharest,http://www.wikidata.org/entity/Q218,Romania
http://www.wikidata.org/entity/Q1866858,Llanwenarth House,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q1874734,Hotel International Prague,http://www.wikidata.org/entity/Q213,Czech Republic
http://www.wikidata.org/entity/Q1881679,Hôtel Tassel,http://www.wikidata.org/entity/Q31,Belgium
http://www.wikidata.org/entity/Q1881816,Q1881816,http://www.wikidata.org/entity/Q55,Netherlands
http://www.wikidata.org/entity/Q1885884,Porto Carras,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1887665,Maloja Palace,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q1887846,Q1887846,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1892096,Maplewood Hotel,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1920430,Menen Hotel,http://www.wikidata.org/entity/Q697,Nauru
http://www.wikidata.org/entity/Q1920529,Mission Inn,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1925179,Carbide & Carbon Building,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1931618,Q1931618,http://www.wikidata.org/entity/Q213,Czech Republic
http://www.wikidata.org/entity/Q1942904,Mohonk Mountain House,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1943482,Hilton Molino Stucky Venice,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1950806,Omni Mount Washington Resort,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1958376,Q1958376,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1959679,Hotel Des Indes,http://www.wikidata.org/entity/Q55,Netherlands
http://www.wikidata.org/entity/Q1967780,45 Broad Street,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q1969162,Westin Hotels,,
http://www.wikidata.org/entity/Q1975806,Mardan Palace,http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1976786,Cosmos Hotel,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q1979293,Donbass Palace,http://www.wikidata.org/entity/Q212,Ukraine
http://www.wikidata.org/entity/Q1981083,Free Trade Hall,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q702322,Koryo Hotel,http://www.wikidata.org/entity/Q423,North Korea
http://www.wikidata.org/entity/Q706368,Q706368,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q707379,Hotel Kazakhstan,http://www.wikidata.org/entity/Q232,Kazakhstan
http://www.wikidata.org/entity/Q712476,Imperial Hotel,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q712865,Grand Hotel,http://www.wikidata.org/entity/Q865,Taiwan
http://www.wikidata.org/entity/Q713960,MGM Grand Las Vegas,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q715742,Artushof,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q725274,Ashford Castle,http://www.wikidata.org/entity/Q27,Ireland
http://www.wikidata.org/entity/Q731089,Willard InterContinental Washington,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q739914,Rio All-Suite Hotel and Casino,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q741123,Chateau Marmont Hotel,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q741312,Hotel Grand in Łódź,http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q743147,Hotel Negresco,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q745964,Château Frontenac,http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q746639,Savoy Hotel,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q749558,Pullman Paris Montparnasse Hotel,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q755692,"Pitlochry, Perth Road,  Atholl Palace Hotel",http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q756193,Atlanta Marriott Marquis,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q756690,"Atlantis, The Palm",http://www.wikidata.org/entity/Q878,United Arab Emirates
http://www.wikidata.org/entity/Q760541,Dorint Hotel Tower,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q765773,Q765773,http://www.wikidata.org/entity/Q31,Belgium
http://www.wikidata.org/entity/Q768935,Langham Hotel,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q776721,Celtic Manor Resort,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q779202,Danubius Hotel Astoria,http://www.wikidata.org/entity/Q28,Hungary
http://www.wikidata.org/entity/Q779373,The Linq,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q783475,Austria Classic Hotel Wien,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q786387,Reliance Building,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q790102,Avalon Music,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q797528,Bab al-Qasr,http://www.wikidata.org/entity/Q878,United Arab Emirates
http://www.wikidata.org/entity/Q799152,Badischer Hof,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q804686,Balboa Inn,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q804702,Balch Hotel,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q805467,Bally's Las Vegas Hotel & Casino,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q806429,Banff Springs Hotel,http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q811691,Baur au Lac,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q813327,Beau-Rivage Geneva,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q819714,Q819714,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q824621,Bernerhof,http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q828646,Hilbert's paradox of the Grand Hotel,,
http://www.wikidata.org/entity/Q830334,Best Western,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q831551,Hotel Bellevue,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q833300,Fantast Castle,http://www.wikidata.org/entity/Q403,Serbia
http://www.wikidata.org/entity/Q835547,Eh'häusl,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q845216,National Civil Rights Museum,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q845846,Stratosphere Las Vegas,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q851102,Q851102,http://www.wikidata.org/entity/Q224,Croatia
http://www.wikidata.org/entity/Q851372,Buddha Bar,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q851710,Sultanahmet Jail,http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q864344,Fujiya Hotel,http://www.wikidata.org/entity/Q17,Japan
http://www.wikidata.org/entity/Q869378,California Hotel and Casino,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q872463,Millstatt Abbey,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q874013,Hotel Neptun,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q877527,Astor House Hotel,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q879154,Estrel Hotel,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q895294,Q895294,http://www.wikidata.org/entity/Q40,Austria
http://www.wikidata.org/entity/Q897362,Vaiaku Lagi Hotel,http://www.wikidata.org/entity/Q672,Tuvalu
http://www.wikidata.org/entity/Q900608,Grand Hotel Aranybika,http://www.wikidata.org/entity/Q28,Hungary
http://www.wikidata.org/entity/Q900983,The Mirage,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q904945,Hôtel Costes,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q905079,Chongnyon Hotel,http://www.wikidata.org/entity/Q423,North Korea
http://www.wikidata.org/entity/Q905565,Breidenbacher Hof,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q907639,Bremer Hof (Lüneburg),http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q909303,Q909303,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q913724,"Bridgend Hotel, Bridgend, Islay",http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q917607,Palestine Hotel,http://www.wikidata.org/entity/Q796,Iraq
http://www.wikidata.org/entity/Q924603,Pera Palace Hotel,http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q926350,The Beaufort Arms Hotel,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q930702,Hotel Vancouver,http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q935272,Manchester Grand Hyatt Hotel,http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q937280,Hotel George,http://www.wikidata.org/entity/Q212,Ukraine
